"scientificName","scientificNameAuthorship","taxonID","kingdom","phylum","class","order","suborder","infraorder","family","genus","subgenus","specificEpithet","infraspecificEpithet","taxonRank","institutionCode","collectionCode","catalogNumber","datasetName","occurrenceID","recordedBy","recordNumber","fieldNumber","eventDate","year","month","day","basisOfRecord","locality","locationRemarks","island","stateProvince","country","countryCode","coordinateUncertaintyInMeters","georeferencedBy","georeferenceVerificationStatus","georeferenceProtocol","georeferenceRemarks","habitat","verbatimDepth","verbatimElevation","occurrenceStatus","samplingProtocol","occurrenceRemarks","individualCount","sex","establishmentMeans","provincialStatus","nationalStatus","identifiedBy","identificationQualifier","identificationRemarks","previousIdentifications","bibliographicCitation","associatedReferences","MAP_LABEL","DESC"
"Chamaenerion angustifolium","(L.) Scop.",564969,"Plantae","Tracheophyta","Magnoliopsida","Myrtales","",NA,"Onagraceae","Chamaenerion",NA,"Chamaenerion angustifolium","","species","iNaturalist","Observations","16159622","","https://www.inaturalist.org/observations/16159622","John D Reynolds","",NA,"2018-08-31",2018,8,31,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Chamaenerion angustifolium","(L.) Scop.",564969,"Plantae","Tracheophyta","Magnoliopsida","Myrtales","",NA,"Onagraceae","Chamaenerion",NA,"Chamaenerion angustifolium","","species","iNaturalist","Observations","175286337","","https://www.inaturalist.org/observations/175286337","inatter","",NA,"2023-07-26",2023,7,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",116,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Chimaphila menziesii","(R. Br. ex D. Don) Spreng",62238,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Chimaphila",NA,"Chimaphila menziesii","","species","iNaturalist","Observations","85161150","","https://www.inaturalist.org/observations/85161150","kristinop","",NA,"2021-06-30",2021,6,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",62,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kristinop",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Chimaphila menziesii","(R. Br. ex D. Don) Spreng",62238,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Chimaphila",NA,"Chimaphila menziesii","","species","iNaturalist","Observations","82148220","","https://www.inaturalist.org/observations/82148220","Diana Chomack","",NA,"2021-06-07",2021,6,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",85,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Chimaphila menziesii","(R. Br. ex D. Don) Spreng",62238,"Plantae","Tracheophyta","Magnoliopsida","Ericales","",NA,"Ericaceae","Chimaphila",NA,"Chimaphila menziesii","","species","iNaturalist","Observations","85161150","","https://www.inaturalist.org/observations/85161150","kristinop","",NA,"2021-06-30",2021,6,30,"Human Observation","",NA,NA,"British Columbia","Canada","CA",62,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Claytonia sibirica","L.",55767,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Montiaceae","Claytonia",NA,"Claytonia sibirica","","species","iNaturalist","Observations","124663536","","https://www.inaturalist.org/observations/124663536","shaanaroeste","",NA,"2022-07-02",2022,7,2,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",31,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"shaanaroeste",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Claytonia sibirica","L.",55767,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Montiaceae","Claytonia",NA,"Claytonia sibirica","","species","iNaturalist","Observations","164221492","","https://www.inaturalist.org/observations/164221492","Rich Sobel","",NA,"2023-05-27",2023,5,27,"Human Observation","",NA,NA,"British Columbia","Canada","CA",100,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Claytonia sibirica","L.",55767,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Montiaceae","Claytonia",NA,"Claytonia sibirica","","species","iNaturalist","Observations","124663536","","https://www.inaturalist.org/observations/124663536","Shaan Aroeste","",NA,"2022-07-02",2022,7,2,"Human Observation","",NA,NA,"British Columbia","Canada","CA",31,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales","",NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora","","species","iNaturalist","Observations","85161130","","https://www.inaturalist.org/observations/85161130","kristinop","",NA,"2021-06-30",2021,6,30,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",43,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"kristinop",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Clintonia uniflora","(Menzies ex Schult. & Schult. f.) Kunth",76401,"Plantae","Tracheophyta","Liliopsida","Liliales","",NA,"Liliaceae","Clintonia",NA,"Clintonia uniflora","","species","iNaturalist","Observations","85161130","","https://www.inaturalist.org/observations/85161130","kristinop","",NA,"2021-06-30",2021,6,30,"Human Observation","",NA,NA,"British Columbia","Canada","CA",43,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Conioselinum gmelinii","(Cham. & Schltdl.) Steud.",160830,"Plantae","Tracheophyta","Magnoliopsida","Apiales","",NA,"Apiaceae","Conioselinum",NA,"Conioselinum gmelinii","","species","iNaturalist","Observations","209945313","","https://www.inaturalist.org/observations/209945313","Harry Hill","",NA,"2024-04-26",2024,4,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",7,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Coptis aspleniifolia","Salisb.",160861,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Ranunculaceae","Coptis",NA,"Coptis aspleniifolia","","species","iNaturalist","Observations","125472111","","https://www.inaturalist.org/observations/125472111","Lyrae","",NA,"2022-06-26",2022,6,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Lyrae",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Coptis aspleniifolia","Salisb.",160861,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Ranunculaceae","Coptis",NA,"Coptis aspleniifolia","","species","iNaturalist","Observations","125472111","","https://www.inaturalist.org/observations/125472111","Lyrae","",NA,"2022-06-26",2022,6,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Corallorhiza mertensiana","Bong",49444,"Plantae","Tracheophyta","Liliopsida","Asparagales","",NA,"Orchidaceae","Corallorhiza",NA,"Corallorhiza mertensiana","","species","iNaturalist","Observations","226515711","","https://www.inaturalist.org/observations/226515711","Andrei Okunev","",NA,"2024-06-26",2024,6,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cornus unalaschkensis","Ledeb.",1096279,"Plantae","Tracheophyta","Magnoliopsida","Cornales","",NA,"Cornaceae","Cornus",NA,"Cornus unalaschkensis","","species","iNaturalist","Observations","181500769","","https://www.inaturalist.org/observations/181500769","Ken A. Thompson","",NA,"2023-09-02",2023,9,2,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","101119304","","https://www.inaturalist.org/observations/101119304","Steve Ansell","",NA,"2021-11-13",2021,11,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","119307201","","https://www.inaturalist.org/observations/119307201","Steve Ansell","",NA,"2022-05-28",2022,5,28,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cystopteris fragilis","(L.) Bernh.",58755,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Cystopteridaceae","Cystopteris",NA,"Cystopteris fragilis","","species","iNaturalist","Observations","131963446","","https://www.inaturalist.org/observations/131963446","Steve Ansell","",NA,"2022-08-21",2022,8,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cytisus scoparius","(L.) Link",48538,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Cytisus",NA,"Cytisus scoparius","","species","iNaturalist","Observations","125472103","","https://www.inaturalist.org/observations/125472103","Lyrae","",NA,"2022-06-26",2022,6,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Lyrae",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cytisus scoparius","(L.) Link",48538,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Cytisus",NA,"Cytisus scoparius","","species","iNaturalist","Observations","125472102","","https://www.inaturalist.org/observations/125472102","Lyrae","",NA,"2022-06-26",2022,6,26,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"Lyrae",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cytisus scoparius","(L.) Link",48538,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Cytisus",NA,"Cytisus scoparius","","species","iNaturalist","Observations","125472102","","https://www.inaturalist.org/observations/125472102","Lyrae","",NA,"2022-06-26",2022,6,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Cytisus scoparius","(L.) Link",48538,"Plantae","Tracheophyta","Magnoliopsida","Fabales","",NA,"Fabaceae","Cytisus",NA,"Cytisus scoparius","","species","iNaturalist","Observations","125472103","","https://www.inaturalist.org/observations/125472103","Lyrae","",NA,"2022-06-26",2022,6,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2001)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dicentra formosa ssp. formosa","(Haw.) Walp.",51049,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Papaveraceae","Dicentra",NA,"Dicentra formosa","formosa","subspecies","","","33373HIM","","MG247638","F. H. Montgomery","",NA,"1965-07-21",1965,7,21,"PRESERVED_SPECIMEN","Britannia Beach, BC",NA,NA,"","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Ragupathy Subramanyam",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dicentra formosa ssp. formosa","(Haw.) Walp.",51049,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Papaveraceae","Dicentra",NA,"Dicentra formosa","formosa","subspecies","","","33373","","http://bins.boldsystems.org/index.php/Public_RecordView?processid=HIMS875-12","F. H. Montgomery","",NA,"1965-07-21",1965,7,21,"MATERIAL_SAMPLE","Britannia Beach, BC",NA,NA,"","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Ragupathy Subramanyam",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dicentra formosa ssp. formosa","(Haw.) Walp.",51049,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Papaveraceae","Dicentra",NA,"Dicentra formosa","formosa","subspecies","","","32553HIM","","MG247873","F. H. Montgomery","",NA,"1964-06-27",1964,6,27,"PRESERVED_SPECIMEN","Britannia Beach, BC",NA,NA,"","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Ragupathy Subramanyam",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dicentra formosa ssp. formosa","(Haw.) Walp.",51049,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Papaveraceae","Dicentra",NA,"Dicentra formosa","formosa","subspecies","","","32553","","http://bins.boldsystems.org/index.php/Public_RecordView?processid=HIMS865-12","F. H. Montgomery","",NA,"1964-06-27",1964,6,27,"MATERIAL_SAMPLE","Britannia Beach, BC",NA,NA,"","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"Ragupathy Subramanyam",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dicentra formosa ssp. formosa","(Haw.) Walp.",51049,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Papaveraceae","Dicentra",NA,"Dicentra formosa","formosa","subspecies","iNaturalist","Observations","209942057","","https://www.inaturalist.org/observations/209942057","Harry Hill","",NA,"2024-04-26",2024,4,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dicentra formosa ssp. formosa","(Haw.) Walp.",51049,"Plantae","Tracheophyta","Magnoliopsida","Ranunculales","",NA,"Papaveraceae","Dicentra",NA,"Dicentra formosa","formosa","subspecies","iNaturalist","Observations","47188876","","https://www.inaturalist.org/observations/47188876","Shaan Aroeste","",NA,"2020-05-23",2020,5,23,"Human Observation","",NA,NA,"British Columbia","Canada","CA",NA,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Digitalis purpurea","L.",53983,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Digitalis",NA,"Digitalis purpurea","","species","iNaturalist","Observations","131963648","","https://www.inaturalist.org/observations/131963648","Steve Ansell","",NA,"2022-08-21",2022,8,21,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Digitalis purpurea","L.",53983,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Digitalis",NA,"Digitalis purpurea","","species","iNaturalist","Observations","131963648","","https://www.inaturalist.org/observations/131963648","Steve Ansell","",NA,"2022-08-21",2022,8,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Digitalis purpurea","L.",53983,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Digitalis",NA,"Digitalis purpurea","","species","iNaturalist","Observations","118327320","","https://www.inaturalist.org/observations/118327320","fisherpeak","",NA,"2022-05-21",2022,5,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",11828,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Digitalis purpurea","L.",53983,"Plantae","Tracheophyta","Magnoliopsida","Lamiales","",NA,"Plantaginaceae","Digitalis",NA,"Digitalis purpurea","","species","iNaturalist","Observations","175286304","","https://www.inaturalist.org/observations/175286304","inatter","",NA,"2023-07-26",2023,7,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"exotic","SNA (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Drosera rotundifolia","L.",52658,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Droseraceae","Drosera",NA,"Drosera rotundifolia","","species","iNaturalist","Observations","28402191","","https://www.inaturalist.org/observations/28402191","Ben Keen","",NA,"2019-07-07",2019,7,7,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",26518,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Ben Keen",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Drosera rotundifolia","L.",52658,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Droseraceae","Drosera",NA,"Drosera rotundifolia","","species","iNaturalist","Observations","28402191","","https://www.inaturalist.org/observations/28402191","Ben Keen","",NA,"2019-07-07",2019,7,7,"Human Observation","",NA,NA,"British Columbia","Canada","CA",263,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Drosera rotundifolia","L.",52658,"Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","",NA,"Droseraceae","Drosera",NA,"Drosera rotundifolia","","species","iNaturalist","Observations","224539552","","https://www.inaturalist.org/observations/224539552","Toby Ye","",NA,"2024-06-22",2024,6,22,"Human Observation","",NA,NA,"British Columbia","Canada","CA",34,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","62576095","","https://www.inaturalist.org/observations/62576095","Rand Rudland","",NA,"2020-10-14",2020,10,14,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Rand Rudland",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","64018590","","https://www.inaturalist.org/observations/64018590","Stephen Hui","",NA,"2020-11-01",2020,11,1,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Stephen Hui",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","131965694","","https://www.inaturalist.org/observations/131965694","Steve Ansell","",NA,"2022-08-21",2022,8,21,"HUMAN_OBSERVATION","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"Steve Ansell",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","209941059","","https://www.inaturalist.org/observations/209941059","Harry Hill","",NA,"2024-04-26",2024,4,26,"Human Observation","",NA,NA,"British Columbia","Canada","CA",5,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","62576095","","https://www.inaturalist.org/observations/62576095","Rand Rudland","",NA,"2020-10-14",2020,10,14,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","64018590","","https://www.inaturalist.org/observations/64018590","Stephen Hui","",NA,"2020-11-01",2020,11,1,"Human Observation","",NA,NA,"British Columbia","Canada","CA",4,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","101117832","","https://www.inaturalist.org/observations/101117832","Steve Ansell","",NA,"2021-11-13",2021,11,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",15,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","119304488","","https://www.inaturalist.org/observations/119304488","Steve Ansell","",NA,"2022-05-28",2022,5,28,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","119308336","","https://www.inaturalist.org/observations/119308336","Steve Ansell","",NA,"2022-05-28",2022,5,28,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","131963032","","https://www.inaturalist.org/observations/131963032","Steve Ansell","",NA,"2022-08-21",2022,8,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris expansa","(C. Presl) Fraser-Jenkins & Jermy",64055,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris expansa","","species","iNaturalist","Observations","131965694","","https://www.inaturalist.org/observations/131965694","Steve Ansell","",NA,"2022-08-21",2022,8,21,"Human Observation","",NA,NA,"British Columbia","Canada","CA",10,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2015)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
"Dryopteris filix-mas","(L.) Schott",76721,"Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiineae",NA,"Dryopteridaceae","Dryopteris",NA,"Dryopteris filix-mas","","species","iNaturalist","Observations","101116794","","https://www.inaturalist.org/observations/101116794","Steve Ansell","",NA,"2021-11-13",2021,11,13,"Human Observation","",NA,NA,"British Columbia","Canada","CA",25,"","","","",NA,NA,NA,"present",NA,NA,NA,NA,"native","S5 (2019)",NA,"",NA,NA,NA,NA,NA,"CWHvm1","Submontane Very Wet Maritime Coastal Western Hemlock Zone"
